Cat1,Num1,Num2,Num3,Cat2,Num4,Num5,Num6,Num7,Num8,Num9,Num10,Num11,Num12,Num13,Num14,Num15,Num16,Num17,Num18,Num19,Target
1,-0.9659552082324909,0.31869254278046505,-0.43826394902083166,2,0.6016256632615716,0.9389162677850174,0.5769036617011059,0.0015564657990005948,0.9092990580088915,0.8905340891548266,0.3238266059265883,0.005796403941449868,0.9372411662652701,0.8880825601054487,0.9634551643802671,0.5597634927582971,0.809703408923758,0.19194137568787206,0.39924776495572056,0.6329185209352497,-100.60245352889534
1,-0.6287994264700616,1.883029536322861,0.7849377222952587,1,0.21151798175083203,0.46870680097121076,0.14948116452139337,0.7620752656221723,0.9439291833464302,0.06264840749407796,0.13287115189250687,0.6787350489330325,0.845254996471495,0.7047331939051718,0.16877290107116893,0.5460766788499516,0.1713454252519001,0.5959369513549722,0.5046471111495386,0.46656182475379715,174.52365363039172
2,0.33606595164985836,-0.1890440514657522,-0.44932860071632436,3,0.9891213054377505,0.9565834987073933,0.19887008275597406,0.353996216037171,0.6600813525151971,0.34475920273900496,0.9304618106389051,0.27197039538971124,0.8133949524551398,0.9947407335013574,0.09479582179470747,0.28410647752081775,0.6029006060644083,0.3082102785289048,0.4840131293027594,0.7699200593674701,-51.93253770868749
1,2.4493686490613973,-0.5457741679825677,-0.19883786288889674,1,0.3979881574559926,0.7882460685493823,0.19759328363946738,0.22644862375533215,0.9420346929349244,0.1241659515670317,0.26772788958819604,0.8199519887994781,0.30791142655254267,0.6754556417532103,0.26270533351978675,0.02985026385352485,0.7595079848915222,0.5851386705965513,0.6418692394777396,0.3503855262278748,145.6376877224576
2,-0.6005204054093214,1.6148732370632584,0.3949532203796535,2,0.4721900644295226,0.8259710297184054,0.3346493230153944,0.715635733040608,0.9769146329245599,0.49735325925603524,0.17358575642332807,0.8219852607573739,0.630994554796287,0.15328852477630928,0.9918780659346788,0.4171122620729474,0.9006885752659365,0.7338555472059668,0.8278770440882534,0.9098023594265219,89.77215958552823
0,0.5456573234700275,0.1508182063325938,-0.2554707861877694,3,0.1372513505241385,0.9351834334781917,0.9662585131095864,0.5962064632370276,0.0691157275762162,0.3145518978569446,0.8457327241630508,0.610304167776433,0.9834246085855053,0.6614313706180316,0.09275253576364972,0.6857335243932167,0.7763052996753677,0.5895082301713602,0.6433758361454065,0.15087160071621675,15.550225554508906
0,-1.794229271489721,1.3264616423656934,-0.964606424206264,2,0.40113234155862765,0.9504650153356877,0.47257435952312776,0.5831071875147346,0.7244786435476438,0.8215990008053851,0.48876965132432737,0.38276806952866005,0.17027601057593078,0.8632425507740574,0.2324060931000823,0.562166153394781,0.9907913180214617,0.6784175526608257,0.07468695594794839,0.5112731511266987,-88.13344886747822
1,-1.7783181251316706,-1.3004737829259794,0.5011563909976025,4,0.9139090700397233,0.0827234838626052,0.5577970698865358,0.18229470255509483,0.3748605373233962,0.4555193126687712,0.7571349214224378,0.3947245058005089,0.47373587727380573,0.23667479623285914,0.6995251754381495,0.38723823397985857,0.17836484999958224,0.1428129944181752,0.426908813860297,0.8975160422717372,-234.90031555223925
2,0.0023593343235819918,0.7057525382505124,0.7658674588387286,1,0.5589916362302598,0.4086782444023985,0.6136670918690984,0.0004863056520357789,0.5758936841022498,0.2039517840577515,0.03904328793213896,0.7993757353713632,0.5963116342394564,0.8560015199049487,0.7230253492861629,0.8386880890647596,0.5817452624029171,0.3801364509037308,0.5047265377508054,0.9750908778675276,62.966495724604215
1,-0.4254190248049608,0.08803609612487993,-0.7417602315025392,4,0.9451899674512121,0.9726197063407195,0.14478774418654927,0.7469176639255565,0.6341907488291318,0.17171285823696492,0.3998981105542112,0.5993769002873696,0.756762565818817,0.6341018949814453,0.6366537768032654,0.009835935056063061,0.8924219465044599,0.42891178146294007,0.3644687015796566,0.7501498321770202,-127.91241663116826
1,0.8245846250334574,0.6545801525867004,-0.05118844760766421,3,0.8838186377211653,0.36609220954812627,0.1555582336388759,0.8816806352335353,0.1333333577990412,0.29522944472054524,0.443262234475156,0.36621806221197706,0.4400697542463231,0.49686021214336595,0.6084749443623081,0.34473932480551217,0.9651506450458868,0.752489951546384,0.7741100529053112,0.9610174812563025,136.62742835361837
1,0.010500020720820478,1.7858704939058352,0.12691209270361992,3,0.21655035442437187,0.40657473519298726,0.2414410431365186,0.019987514061511336,0.01990206410045603,0.9047190047151888,0.12516961093533885,0.6346263311675956,0.13523418395691034,0.017261262130519373,0.21232148044077337,0.4349533439889438,0.9844368551916581,0.3760659615219111,0.5553261716897718,0.25964771077226134,167.9200661953331
0,0.7666631816450861,0.3562928174722889,-1.7685384506770307,3,0.3540466620838102,0.9633744191520365,0.40119577703355613,0.7418143068566666,0.014272930193115596,0.5326860280309532,0.18758011315541334,0.9817770294931497,0.6282645818109753,0.4373275910893675,0.5714521936090738,0.14586947446759524,0.8229987957993824,0.5444377330528815,0.9619736216674218,0.8251380396893674,-108.94326684833106
1,0.8532812219556223,-0.4130293097110322,1.8347176266496867,1,0.07489516584570699,0.3209307346620981,0.4078976093949588,0.8513836622450551,0.5077000436118897,0.7356583128406953,0.5046227691329666,0.946636987669854,0.44833970071383444,0.009692855516366672,0.5627230818767139,0.6026434996012738,0.6236025999611566,0.40483716563624406,0.01581953034757322,0.5901751230203415,185.3953550744719
2,-0.7948724445629353,-0.4052862668192303,-1.3777579314960953,4,0.1795884802120623,0.22894302800137123,0.8885177150367047,0.5389815851447889,0.39941287190156605,0.9991412705856534,0.30185722087855993,0.3731486265551843,0.41828317984622554,0.6036140599700355,0.5823162392502365,0.23058563919433728,0.9631942992840933,0.18903182078404035,0.6662333198750859,0.37335401885833885,-126.750439567071
1,-0.8228283242942818,-1.4902653879072982,1.496139636951632,4,0.9372843639177566,0.07965339318575804,0.9348476348547615,0.7387885975973886,0.3024233056890233,0.8877563593280459,0.24201047343240634,0.6988665553307838,0.7571355238504661,0.8921061709513372,0.8839284455705162,0.363792674353685,0.9014043561808525,0.5713438071260604,0.8598534716035845,0.3092000787330934,4.559157061593297
1,-2.0299450691852883,0.607946586089135,-0.35410888355969,2,0.8600265694151973,0.7908472530051954,0.32737281218464576,0.979908064134308,0.20079620091899975,0.7769531399550834,0.7713598833799793,0.7443883900060759,0.6170269839676986,0.5768923036393965,0.22221524961197592,0.5854326491781239,0.4087543694090966,0.016018932287057086,0.9164419392743962,0.15396119842501854,-169.2857340447692
0,1.4229834965161061,0.3960865849565602,-0.5914026678081108,2,0.48340861659875267,0.026838178745214103,0.8496265570314481,0.8975667565246959,0.8316203846421699,0.5978980030324349,0.679735248012453,0.142724052056461,0.5830095978600899,0.1314796050026602,0.820960197166343,0.10074977285126507,0.03178603103340105,0.7391409471608177,0.2763532251115931,0.2729119068778888,67.37534380582336
0,0.1546688336463322,1.0415683888185818,-0.039267991037953184,1,0.7955347461391471,0.9625400957607725,0.3942847579502614,0.7111214030625511,0.04371523362773477,0.6433342183515419,0.24541007828172934,0.8807390805327875,0.8857920512921089,0.21025986960879794,0.6955916586805774,0.437456588402633,0.873893823236033,0.1455706509216974,0.7798533770945355,0.9026588117519802,92.12126628963183
0,-0.5863200252111324,-0.45764059428952597,0.3718110814974935,2,0.3581074751151223,0.9585913345572976,0.5867944886440546,0.06074183513123543,0.05630968226902522,0.6371871685982715,0.38697581938254955,0.7545533810917023,0.3680660446580032,0.7156409997284895,0.5999816051171754,0.005828500419897686,0.4839529445699684,0.32860102914999645,0.9862394515534898,0.3428744738638043,-22.291457045424853
2,1.045542088621558,-0.10593183564236958,0.07072124557135243,1,0.511053899611246,0.3952056186585463,0.16964855853319816,0.8969434982629232,0.8670999830112771,0.588781468203964,0.9531591762812405,0.7666969481341449,0.5289332315847997,0.24745249265772984,0.4128920811130712,0.3612094837621138,0.9631687434293124,0.5098456353768711,0.2440075621870308,0.46512559211449056,44.08493742493103
